instType,instId,tradeId,ordId,clOrdId,billId,tag,fillPx,fillSz,side,posSide,execType,feeCcy,fee,ts,subType
SWAP,API3-USDT-SWAP,27003950,669454985662803975,null,669476681786568724,null,2.36,1.0,sell,net,M,USDT,-0.0001888,1705887679000,2
SWAP,API3-USDT-SWAP,27003925,669454985662803975,null,669476681727848483,null,2.36,1475.0,sell,net,M,USDT,-0.27848,1705887679000,2
SWAP,API3-USDT-SWAP,27003964,669454985662803975,null,669476684194099211,null,2.36,100.0,sell,net,M,USDT,-0.01888,1705887679000,2
SWAP,API3-USDT-SWAP,27003939,669454985662803975,null,669476681761402914,null,2.36,171.0,sell,net,M,USDT,-0.0322848,1705887679000,2
SWAP,API3-USDT-SWAP,27003936,669454985662803975,null,669476681757208589,null,2.36,88.0,sell,net,M,USDT,-0.0166144,1705887679000,2
SWAP,API3-USDT-SWAP,27003941,669454985662803975,null,669476681765597186,null,2.36,900.0,sell,net,M,USDT,-0.16992,1705887679000,2
SWAP,API3-USDT-SWAP,27003944,669454985662803975,null,669476681765597196,null,2.36,150.0,sell,net,M,USDT,-0.02832,1705887679000,2
SWAP,API3-USDT-SWAP,27003932,669454985662803975,null,669476681744625705,null,2.36,450.0,sell,net,M,USDT,-0.08496,1705887679000,2
SWAP,API3-USDT-SWAP,27003942,669454985662803975,null,669476681765597192,null,2.36,150.0,sell,net,M,USDT,-0.02832,1705887679000,2
SWAP,API3-USDT-SWAP,27003937,669454985662803975,null,669476681757208606,null,2.36,1819.0,sell,net,M,USDT,-0.3434272,1705887679000,2
SWAP,API3-USDT-SWAP,27003965,669454985662803975,null,669476684194099231,null,2.36,400.0,sell,net,M,USDT,-0.07552,1705887679000,2
SWAP,API3-USDT-SWAP,27003931,669454985662803975,null,669476681744625699,null,2.36,3205.0,sell,net,M,USDT,-0.605104,1705887679000,2
SWAP,API3-USDT-SWAP,27003929,669454985662803975,null,669476681744625672,null,2.36,1648.0,sell,net,M,USDT,-0.3111424,1705887679000,2
SWAP,API3-USDT-SWAP,27003961,669454985662803975,null,669476684189904916,null,2.36,3325.0,sell,net,M,USDT,-0.62776,1705887679000,2
SWAP,API3-USDT-SWAP,27003960,669454985662803975,null,669476684185710595,null,2.36,3205.0,sell,net,M,USDT,-0.605104,1705887679000,2
SWAP,API3-USDT-SWAP,27003935,669454985662803975,null,669476681757208586,null,2.36,8.0,sell,net,M,USDT,-0.0015104,1705887679000,2
SWAP,API3-USDT-SWAP,27003968,669454985662803975,null,669476684198293520,null,2.36,1500.0,sell,net,M,USDT,-0.2832,1705887679000,2
SWAP,API3-USDT-SWAP,27003940,669454985662803975,null,669476681765597184,null,2.36,171.0,sell,net,M,USDT,-0.0322848,1705887679000,2
SWAP,API3-USDT-SWAP,27003959,669454985662803975,null,669476684181516349,null,2.36,143.0,sell,net,M,USDT,-0.0269984,1705887679000,2
SWAP,API3-USDT-SWAP,27003966,669454985662803975,null,669476684194099238,null,2.36,600.0,sell,net,M,USDT,-0.11328,1705887679000,2
SWAP,API3-USDT-SWAP,27003943,669454985662803975,null,669476681765597195,null,2.36,201.0,sell,net,M,USDT,-0.0379488,1705887679000,2
SWAP,API3-USDT-SWAP,27003945,669454985662803975,null,669476681765597233,null,2.36,300.0,sell,net,M,USDT,-0.05664,1705887679000,2
SWAP,API3-USDT-SWAP,27003953,669454985662803975,null,669476681803345920,null,2.36,4.0,sell,net,M,USDT,-0.0007552,1705887679000,2
SWAP,FLOKI-USDT-SWAP,21381702,684957199093174281,null,684957378152206374,null,0.0001525,48.0,sell,net,M,USDT,-0.0366,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381675,684957199093174281,null,684957371747504137,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381659,684957199093174281,null,684957368194928677,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578562000,2
SWAP,FLOKI-USDT-SWAP,21381523,684957199093174281,null,684957290491252760,null,0.0001525,40.0,sell,net,M,USDT,-0.0305,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381693,684957199093174281,null,684957375564320816,null,0.0001525,63.0,sell,net,M,USDT,-0.0480375,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381680,684957199093174281,null,684957371781058582,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381526,684957199093174281,null,684957290508029985,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381706,684957199093174281,null,684957378173177870,null,0.0001525,20.0,sell,net,M,USDT,-0.01525,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381697,684957199093174281,null,684957378118651913,null,0.0001525,20.0,sell,net,M,USDT,-0.01525,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381520,684957199093174281,null,684957290491252737,null,0.0001525,675.0,sell,net,M,USDT,-0.5146875,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381532,684957199093174281,null,684957290554167312,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381676,684957199093174281,null,684957371751698432,null,0.0001525,6.0,sell,net,M,USDT,-0.004575,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381677,684957199093174281,null,684957371751698434,null,0.0001525,13.0,sell,net,M,USDT,-0.0099125,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381700,684957199093174281,null,684957378139623424,null,0.0001525,89.0,sell,net,M,USDT,-0.0678625,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381524,684957199093174281,null,684957290495447053,null,0.0001525,128.0,sell,net,M,USDT,-0.0976,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381678,684957199093174281,null,684957371755892744,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381703,684957199093174281,null,684957378164789298,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381711,684957199093174281,null,684957378856849417,null,0.0001525,26.0,sell,net,M,USDT,-0.019825,1709578565000,2
SWAP,FLOKI-USDT-SWAP,21381664,684957199093174281,null,684957371583926292,null,0.0001525,76.0,sell,net,M,USDT,-0.05795,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381695,684957199093174281,null,684957378085097476,null,0.0001525,84.0,sell,net,M,USDT,-0.06405,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381528,684957199093174281,null,684957290529001483,null,0.0001525,13.0,sell,net,M,USDT,-0.0099125,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381705,684957199093174281,null,684957378173177860,null,0.0001525,7.0,sell,net,M,USDT,-0.0053375,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381712,684957199093174281,null,684957378873626624,null,0.0001525,6826.0,sell,net,M,USDT,-5.204825,1709578565000,2
SWAP,FLOKI-USDT-SWAP,21381530,684957199093174281,null,684957290537390082,null,0.0001525,107.0,sell,net,M,USDT,-0.0815875,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381529,684957199093174281,null,684957290533195795,null,0.0001525,13.0,sell,net,M,USDT,-0.0099125,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381707,684957199093174281,null,684957378185760792,null,0.0001525,6.0,sell,net,M,USDT,-0.004575,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381662,684957199093174281,null,684957371583926283,null,0.0001525,33.0,sell,net,M,USDT,-0.0251625,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381708,684957199093174281,null,684957378185760801,null,0.0001525,6.0,sell,net,M,USDT,-0.004575,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381527,684957199093174281,null,684957290508029989,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381525,684957199093174281,null,684957290503835653,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381521,684957199093174281,null,684957290491252753,null,0.0001525,149.0,sell,net,M,USDT,-0.1136125,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381668,684957199093174281,null,684957371625869312,null,0.0001525,16.0,sell,net,M,USDT,-0.0122,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381522,684957199093174281,null,684957290491252757,null,0.0001525,27.0,sell,net,M,USDT,-0.0205875,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381531,684957199093174281,null,684957290537390083,null,0.0001525,13.0,sell,net,M,USDT,-0.0099125,1709578543000,2
SWAP,FLOKI-USDT-SWAP,21381701,684957199093174281,null,684957378139623434,null,0.0001525,136.0,sell,net,M,USDT,-0.1037,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381672,684957199093174281,null,684957371713949706,null,0.0001525,6.0,sell,net,M,USDT,-0.004575,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381698,684957199093174281,null,684957378131234865,null,0.0001525,94.0,sell,net,M,USDT,-0.071675,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381699,684957199093174281,null,684957378135429186,null,0.0001525,176.0,sell,net,M,USDT,-0.1342,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381690,684957199093174281,null,684957372078854149,null,0.0001525,15.0,sell,net,M,USDT,-0.0114375,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381673,684957199093174281,null,684957371739115522,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381471,684957199093174281,null,684957241057185805,null,0.0001525,21.0,sell,net,M,USDT,-0.0160125,1709578532000,2
SWAP,FLOKI-USDT-SWAP,21381669,684957199093174281,null,684957371625869343,null,0.0001525,36.0,sell,net,M,USDT,-0.02745,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381679,684957199093174281,null,684957371755892747,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381704,684957199093174281,null,684957378164789302,null,0.0001525,22.0,sell,net,M,USDT,-0.016775,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381665,684957199093174281,null,684957371588120595,null,0.0001525,50.0,sell,net,M,USDT,-0.038125,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381710,684957199093174281,null,684957378261258268,null,0.0001525,20.0,sell,net,M,USDT,-0.01525,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381696,684957199093174281,null,684957378085097508,null,0.0001525,20.0,sell,net,M,USDT,-0.01525,1709578564000,2
SWAP,FLOKI-USDT-SWAP,21381666,684957199093174281,null,684957371596509184,null,0.0001525,52.0,sell,net,M,USDT,-0.03965,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381670,684957199093174281,null,684957371642646537,null,0.0001525,102.0,sell,net,M,USDT,-0.077775,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381663,684957199093174281,null,684957371583926288,null,0.0001525,343.0,sell,net,M,USDT,-0.2615375,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381674,684957199093174281,null,684957371739115532,null,0.0001525,7.0,sell,net,M,USDT,-0.0053375,1709578563000,2
SWAP,FLOKI-USDT-SWAP,21381658,684957199093174281,null,684957368165568628,null,0.0001525,70.0,sell,net,M,USDT,-0.053375,1709578562000,2
SWAP,API3-USDT-SWAP,28169037,671311105176088578,null,671311373913534466,null,2.05,146.0,sell,net,M,USDT,-0.023944,1706325103000,2
SWAP,API3-USDT-SWAP,28169032,671311105176088578,null,671311373884174340,null,2.05,188.0,sell,net,M,USDT,-0.030832,1706325103000,2
SWAP,API3-USDT-SWAP,28169281,671311105176088578,null,671313057452634122,null,2.05,1708.0,sell,net,M,USDT,-0.280112,1706325505000,2
SWAP,API3-USDT-SWAP,28169031,671311105176088578,null,671311373875785735,null,2.05,232.0,sell,net,M,USDT,-0.038048,1706325103000,2
SWAP,API3-USDT-SWAP,28169008,671311105176088578,null,671311308377534472,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325088000,2
SWAP,API3-USDT-SWAP,28169290,671311105176088578,null,671313062452244501,null,2.05,61.0,sell,net,M,USDT,-0.010004,1706325506000,2
SWAP,API3-USDT-SWAP,28169097,671311105176088578,null,671311698762379276,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325181000,2
SWAP,API3-USDT-SWAP,28168998,671311105176088578,null,671311292535648259,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28168987,671311105176088578,null,671311292044914696,null,2.05,858.0,sell,net,T,USDT,-0.52767,1706325084000,2
SWAP,API3-USDT-SWAP,28169130,671311105176088578,null,671312020549382148,null,2.05,60.0,sell,net,M,USDT,-0.00984,1706325258000,2
SWAP,API3-USDT-SWAP,28169283,671311105176088578,null,671313057674932228,null,2.05,146.0,sell,net,M,USDT,-0.023944,1706325505000,2
SWAP,API3-USDT-SWAP,28168940,671311105176088578,null,671311105184477191,null,2.052,2590.0,sell,net,T,USDT,-1.594404,1706325039000,2
SWAP,API3-USDT-SWAP,28169042,671311105176088578,null,671311384227328006,null,2.05,11.0,sell,net,M,USDT,-0.001804,1706325106000,2
SWAP,API3-USDT-SWAP,28169086,671311105176088578,null,671311629422145536,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325164000,2
SWAP,API3-USDT-SWAP,28169285,671311105176088578,null,671313062351581203,null,2.05,467.0,sell,net,M,USDT,-0.076588,1706325506000,2
SWAP,API3-USDT-SWAP,28168995,671311105176088578,null,671311292384653313,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28169280,671311105176088578,null,671313057448439809,null,2.05,138.0,sell,net,M,USDT,-0.022632,1706325505000,2
SWAP,API3-USDT-SWAP,28169070,671311105176088578,null,671311603006418947,null,2.05,13.0,sell,net,M,USDT,-0.002132,1706325158000,2
SWAP,API3-USDT-SWAP,28169000,671311105176088578,null,671311292791500808,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28169148,671311105176088578,null,671312151399084038,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325289000,2
SWAP,API3-USDT-SWAP,28169282,671311105176088578,null,671313057637183489,null,2.05,76.0,sell,net,M,USDT,-0.012464,1706325505000,2
SWAP,API3-USDT-SWAP,28169007,671311105176088578,null,671311307966492681,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325088000,2
SWAP,API3-USDT-SWAP,28169220,671311105176088578,null,671312576043003940,null,2.05,79.0,sell,net,M,USDT,-0.012956,1706325390000,2
SWAP,API3-USDT-SWAP,28169289,671311105176088578,null,671313062443855879,null,2.05,79.0,sell,net,M,USDT,-0.012956,1706325506000,2
SWAP,API3-USDT-SWAP,28169001,671311105176088578,null,671311294188204041,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325084000,2
SWAP,API3-USDT-SWAP,28169051,671311105176088578,null,671311539437547527,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325143000,2
SWAP,API3-USDT-SWAP,28169047,671311105176088578,null,671311471447879701,null,2.05,16.0,sell,net,M,USDT,-0.002624,1706325127000,2
SWAP,API3-USDT-SWAP,28169088,671311105176088578,null,671311653937852427,null,2.05,379.0,sell,net,M,USDT,-0.062156,1706325170000,2
SWAP,API3-USDT-SWAP,28168996,671311105176088578,null,671311292485316650,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28169287,671311105176088578,null,671313062427078657,null,2.05,3362.0,sell,net,M,USDT,-0.551368,1706325506000,2
SWAP,API3-USDT-SWAP,28169030,671311105176088578,null,671311372621688844,null,2.05,83.0,sell,net,M,USDT,-0.013612,1706325103000,2
SWAP,API3-USDT-SWAP,28169036,671311105176088578,null,671311373892562965,null,2.05,278.0,sell,net,M,USDT,-0.045592,1706325103000,2
SWAP,API3-USDT-SWAP,28169045,671311105176088578,null,671311419220406289,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325114000,2
SWAP,API3-USDT-SWAP,28169033,671311105176088578,null,671311373884174341,null,2.05,12.0,sell,net,M,USDT,-0.001968,1706325103000,2
SWAP,API3-USDT-SWAP,28168993,671311105176088578,null,671311292044914706,null,2.05,275.0,sell,net,T,USDT,-0.169125,1706325084000,2
SWAP,API3-USDT-SWAP,28169046,671311105176088578,null,671311457740894211,null,2.05,146.0,sell,net,M,USDT,-0.023944,1706325123000,2
SWAP,API3-USDT-SWAP,28169071,671311105176088578,null,671311603019001868,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325158000,2
SWAP,API3-USDT-SWAP,28169044,671311105176088578,null,671311419182657552,null,2.05,12.0,sell,net,M,USDT,-0.001968,1706325114000,2
SWAP,API3-USDT-SWAP,28168990,671311105176088578,null,671311292044914701,null,2.05,9.0,sell,net,T,USDT,-0.005535,1706325084000,2
SWAP,API3-USDT-SWAP,28169118,671311105176088578,null,671311948369604619,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325240000,2
SWAP,API3-USDT-SWAP,28169087,671311105176088578,null,671311629434728449,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325164000,2
SWAP,API3-USDT-SWAP,28169116,671311105176088578,null,671311933253332996,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325237000,2
SWAP,API3-USDT-SWAP,28169293,671311105176088578,null,671313062582267907,null,2.05,30703.0,sell,net,M,USDT,-5.035292,1706325506000,2
SWAP,API3-USDT-SWAP,28169006,671311105176088578,null,671311305881923584,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325087000,2
SWAP,API3-USDT-SWAP,28168989,671311105176088578,null,671311292044914699,null,2.05,97.0,sell,net,T,USDT,-0.059655,1706325084000,2
SWAP,API3-USDT-SWAP,28168991,671311105176088578,null,671311292044914704,null,2.05,24.0,sell,net,T,USDT,-0.01476,1706325084000,2
SWAP,API3-USDT-SWAP,28169005,671311105176088578,null,671311305470881811,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325087000,2
SWAP,API3-USDT-SWAP,28169096,671311105176088578,null,671311698720436227,null,2.05,16.0,sell,net,M,USDT,-0.002624,1706325181000,2
SWAP,API3-USDT-SWAP,28169117,671311105176088578,null,671311934754893824,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325237000,2
SWAP,API3-USDT-SWAP,28169003,671311105176088578,null,671311295404552206,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325085000,2
SWAP,API3-USDT-SWAP,28169291,671311105176088578,null,671313062540324877,null,2.05,456.0,sell,net,M,USDT,-0.074784,1706325506000,2
SWAP,API3-USDT-SWAP,28168999,671311105176088578,null,671311292627922950,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28169035,671311105176088578,null,671311373892562964,null,2.05,56.0,sell,net,M,USDT,-0.009184,1706325103000,2
SWAP,API3-USDT-SWAP,28169284,671311105176088578,null,671313062343192604,null,2.05,337.0,sell,net,M,USDT,-0.055268,1706325506000,2
SWAP,API3-USDT-SWAP,28169084,671311105176088578,null,671311628168048645,null,2.05,13.0,sell,net,M,USDT,-0.002132,1706325164000,2
SWAP,API3-USDT-SWAP,28169098,671311105176088578,null,671311732983705618,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325189000,2
SWAP,API3-USDT-SWAP,28168992,671311105176088578,null,671311292044914705,null,2.05,1.0,sell,net,T,USDT,-0.000615,1706325084000,2
SWAP,API3-USDT-SWAP,28169115,671311105176088578,null,671311918564880397,null,2.05,146.0,sell,net,M,USDT,-0.023944,1706325233000,2
SWAP,API3-USDT-SWAP,28169050,671311105176088578,null,671311534114975763,null,2.05,1.0,sell,net,M,USDT,-0.000164,1706325142000,2
SWAP,API3-USDT-SWAP,28169034,671311105176088578,null,671311373892562963,null,2.05,14.0,sell,net,M,USDT,-0.002296,1706325103000,2
SWAP,API3-USDT-SWAP,28169002,671311105176088578,null,671311294213369868,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325084000,2
SWAP,API3-USDT-SWAP,28169292,671311105176088578,null,671313062557102084,null,2.05,171.0,sell,net,M,USDT,-0.028044,1706325506000,2
SWAP,API3-USDT-SWAP,28169009,671311105176088578,null,671311309627437056,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325088000,2
SWAP,API3-USDT-SWAP,28169085,671311105176088578,null,671311628184825861,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325164000,2
SWAP,API3-USDT-SWAP,28169286,671311105176088578,null,671313062355775497,null,2.05,77.0,sell,net,M,USDT,-0.012628,1706325506000,2
SWAP,API3-USDT-SWAP,28169004,671311105176088578,null,671311295819788299,null,2.05,48.0,sell,net,M,USDT,-0.007872,1706325085000,2
SWAP,API3-USDT-SWAP,28168941,671311105176088578,null,671311105184477194,null,2.052,2.0,sell,net,T,USDT,-0.0012312,1706325039000,2
SWAP,API3-USDT-SWAP,28168997,671311105176088578,null,671311292493705241,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,API3-USDT-SWAP,28169288,671311105176088578,null,671313062439661575,null,2.05,661.0,sell,net,M,USDT,-0.108404,1706325506000,2
SWAP,API3-USDT-SWAP,28168988,671311105176088578,null,671311292044914698,null,2.05,2.0,sell,net,T,USDT,-0.00123,1706325084000,2
SWAP,API3-USDT-SWAP,28168994,671311105176088578,null,671311292330127362,null,2.05,4.0,sell,net,M,USDT,-0.000656,1706325084000,2
SWAP,FLOKI-USDT-SWAP,16445786,683845552085635085,null,683845593793794049,null,0.0000746,24.0,sell,net,M,USDT,-0.0143232,1709313494000,2
SWAP,FLOKI-USDT-SWAP,16445826,683845552085635085,null,683845615688060928,null,0.0000746,50.0,sell,net,M,USDT,-0.02984,1709313500000,2
SWAP,FLOKI-USDT-SWAP,16445827,683845552085635085,null,683845615704838186,null,0.0000746,4718.0,sell,net,M,USDT,-2.8157024,1709313500000,2
SWAP,FLOKI-USDT-SWAP,16445825,683845552085635085,null,683845615683866655,null,0.0000746,120.0,sell,net,M,USDT,-0.071616,1709313500000,2
SWAP,FLOKI-USDT-SWAP,16445824,683845552085635085,null,683845615654506535,null,0.0000746,88.0,sell,net,M,USDT,-0.0525184,1709313500000,2
SWAP,OP-USDT-SWAP,225775760,694053507062611968,null,694053530776608768,null,3.58,117.0,sell,net,M,USDT,-0.020943,1711747256000,2
SWAP,OP-USDT-SWAP,225777730,694053507062611968,null,694055568122028083,null,3.58,6.0,sell,net,M,USDT,-0.001074,1711747742000,2
SWAP,OP-USDT-SWAP,225777728,694053507062611968,null,694055568101056544,null,3.58,56.0,sell,net,M,USDT,-0.010024,1711747742000,2
SWAP,OP-USDT-SWAP,225777732,694053507062611968,null,694055568126222349,null,3.58,652.0,sell,net,M,USDT,-0.116708,1711747742000,2
SWAP,OP-USDT-SWAP,225775716,694053507062611968,null,694053507078791168,null,3.58,146.0,sell,net,T,USDT,-0.13067,1711747250000,2
SWAP,OP-USDT-SWAP,225775707,694053507062611968,null,694053507074596864,null,3.5801,1.0,sell,net,T,USDT,-0.000895025,1711747250000,2
SWAP,OP-USDT-SWAP,225775763,694053507062611968,null,694053530776608784,null,3.58,117.0,sell,net,M,USDT,-0.020943,1711747256000,2
SWAP,OP-USDT-SWAP,225777733,694053507062611968,null,694055568134610975,null,3.58,1790.0,sell,net,M,USDT,-0.32041,1711747742000,2
SWAP,OP-USDT-SWAP,225775713,694053507062611968,null,694053507074596882,null,3.58,172.0,sell,net,T,USDT,-0.15394,1711747250000,2
SWAP,OP-USDT-SWAP,225775718,694053507062611968,null,694053507078791172,null,3.58,139.0,sell,net,T,USDT,-0.124405,1711747250000,2
SWAP,OP-USDT-SWAP,225775714,694053507062611968,null,694053507074596883,null,3.58,200.0,sell,net,T,USDT,-0.179,1711747250000,2
SWAP,OP-USDT-SWAP,225775712,694053507062611968,null,694053507074596878,null,3.58,33.0,sell,net,T,USDT,-0.029535,1711747250000,2
SWAP,OP-USDT-SWAP,225777729,694053507062611968,null,694055568122028038,null,3.58,44.0,sell,net,M,USDT,-0.007876,1711747742000,2
SWAP,OP-USDT-SWAP,225775717,694053507062611968,null,694053507078791170,null,3.58,5.0,sell,net,T,USDT,-0.004475,1711747250000,2
SWAP,OP-USDT-SWAP,225777731,694053507062611968,null,694055568126222342,null,3.58,652.0,sell,net,M,USDT,-0.116708,1711747742000,2
SWAP,OP-USDT-SWAP,225775719,694053507062611968,null,694053507078791173,null,3.58,139.0,sell,net,T,USDT,-0.124405,1711747250000,2
SWAP,OP-USDT-SWAP,225775708,694053507062611968,null,694053507074596867,null,3.58,7093.0,sell,net,T,USDT,-6.348235,1711747250000,2
SWAP,OP-USDT-SWAP,225775762,694053507062611968,null,694053530776608778,null,3.58,117.0,sell,net,M,USDT,-0.020943,1711747256000,2
SWAP,OP-USDT-SWAP,225775720,694053507062611968,null,694053507078791174,null,3.58,26.0,sell,net,T,USDT,-0.02327,1711747250000,2
SWAP,OP-USDT-SWAP,225775711,694053507062611968,null,694053507074596873,null,3.58,34.0,sell,net,T,USDT,-0.03043,1711747250000,2
SWAP,OP-USDT-SWAP,225775710,694053507062611968,null,694053507074596869,null,3.58,2.0,sell,net,T,USDT,-0.00179,1711747250000,2
SWAP,OP-USDT-SWAP,225775761,694053507062611968,null,694053530776608774,null,3.58,117.0,sell,net,M,USDT,-0.020943,1711747256000,2
SWAP,OP-USDT-SWAP,225775709,694053507062611968,null,694053507074596868,null,3.58,201.0,sell,net,T,USDT,-0.179895,1711747250000,2
SWAP,OP-USDT-SWAP,225775715,694053507062611968,null,694053507074596885,null,3.58,5.0,sell,net,T,USDT,-0.004475,1711747250000,2
SWAP,LUNC-USDT-SWAP,72685685,682530391827656726,null,682530521167409212,null,0.00013068,195.0,buy,net,T,USDT,-0.0764478,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685655,682530391827656726,null,682530521163214849,null,0.00013062,670.0,buy,net,T,USDT,-0.2625462,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685669,682530391827656726,null,682530521163214922,null,0.00013065,195.0,buy,net,T,USDT,-0.07643025,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685678,682530391827656726,null,682530521163215029,null,0.00013066,114.0,buy,net,T,USDT,-0.04468572,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685686,682530391827656726,null,682530521167409216,null,0.00013068,228.0,buy,net,T,USDT,-0.08938512,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685697,682530391827656726,null,682530521167409275,null,0.0001307,114.0,buy,net,T,USDT,-0.0446994,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685706,682530391827656726,null,682530521238712348,null,0.0001307,2295.0,buy,net,M,USDT,-0.2399652,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685656,682530391827656726,null,682530521163214852,null,0.00013062,228.0,buy,net,T,USDT,-0.08934408,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685692,682530391827656726,null,682530521167409241,null,0.0001307,195.0,buy,net,T,USDT,-0.0764595,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685679,682530391827656726,null,682530521167409152,null,0.00013067,1.0,buy,net,T,USDT,-0.00039201,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685696,682530391827656726,null,682530521167409262,null,0.0001307,283.0,buy,net,T,USDT,-0.1109643,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685691,682530391827656726,null,682530521167409237,null,0.00013069,68.0,buy,net,T,USDT,-0.02666076,1708999957000,1
SWAP,LUNC-USDT-SWAP,72685659,682530391827656726,null,682530521163214862,null,0.00013063,311.0,buy,net,T,USDT,-0.12187779,1708999957000,1
