instType,instId,tradeId,ordId,clOrdId,billId,tag,fillPx,fillSz,side,posSide,execType,feeCcy,fee,ts,subType
SWAP,BAND-USDT-SWAP,36500815,661768432710823936,null,661768564567158794,null,2.167,34.0,buy,net,M,USDT,-0.0036839,1704049920000,1
SWAP,BAND-USDT-SWAP,36500816,661768432710823936,null,661768564567158798,null,2.167,548.0,buy,net,M,USDT,-0.0593758,1704049920000,1
SWAP,BAND-USDT-SWAP,36500819,661768432710823936,null,661768564592324610,null,2.167,3.0,buy,net,M,USDT,-0.00032505,1704049920000,1
SWAP,BAND-USDT-SWAP,36500818,661768432710823936,null,661768564592324609,null,2.167,3459.0,buy,net,M,USDT,-0.37478265,1704049920000,1
SWAP,BAND-USDT-SWAP,36500817,661768432710823936,null,661768564592324608,null,2.167,570.0,buy,net,M,USDT,-0.0617595,1704049920000,1
SWAP,APE-USDT-SWAP,140092562,673395286718783499,null,673395300127973486,null,1.506,3894.0,sell,net,M,USDT,-0.046914912,1706821950000,2
SWAP,APE-USDT-SWAP,140092557,673395286718783499,null,673395286731366406,null,1.506,1179.0,sell,net,T,USDT,-0.05326722,1706821947000,2
SWAP,APE-USDT-SWAP,140092560,673395286718783499,null,673395296009166868,null,1.506,999.0,sell,net,M,USDT,-0.012035952,1706821949000,2
SWAP,APE-USDT-SWAP,140092620,673395286718783499,null,673395548237832192,null,1.506,128952.0,sell,net,M,USDT,-1.553613696,1706822009000,2
SWAP,APE-USDT-SWAP,140092558,673395286718783499,null,673395286731366407,null,1.506,10450.0,sell,net,T,USDT,-0.472131,1706821947000,2
SWAP,APE-USDT-SWAP,140092561,673395286718783499,null,673395300115390473,null,1.506,18735.0,sell,net,M,USDT,-0.22571928,1706821950000,2
SWAP,APE-USDT-SWAP,140092556,673395286718783499,null,673395286731366405,null,1.506,363.0,sell,net,T,USDT,-0.01640034,1706821947000,2
SWAP,APE-USDT-SWAP,140092559,673395286718783499,null,673395286731366408,null,1.506,428.0,sell,net,T,USDT,-0.01933704,1706821947000,2
SWAP,API3-USDT-SWAP,30944449,672276261448167455,null,672276261469139039,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944469,672276261448167455,null,672276261473333299,null,3.287,7.0,buy,net,T,USDT,-0.0069027,1706555151000,1
SWAP,API3-USDT-SWAP,30944465,672276261448167455,null,672276261473333280,null,3.287,809.0,buy,net,T,USDT,-0.7977549,1706555151000,1
SWAP,API3-USDT-SWAP,30944433,672276261448167455,null,672276261469138944,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944424,672276261448167455,null,672276261464944692,null,3.285,1.0,buy,net,T,USDT,-0.0009855,1706555151000,1
SWAP,API3-USDT-SWAP,30944423,672276261448167455,null,672276261464944688,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944422,672276261448167455,null,672276261464944680,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944416,672276261448167455,null,672276261464944655,null,3.285,77.0,buy,net,T,USDT,-0.0758835,1706555151000,1
SWAP,API3-USDT-SWAP,30944396,672276261448167455,null,672276261460750341,null,3.283,75.0,buy,net,T,USDT,-0.0738675,1706555151000,1
SWAP,API3-USDT-SWAP,30944413,672276261448167455,null,672276261464944650,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944454,672276261448167455,null,672276261469139058,null,3.286,304.0,buy,net,T,USDT,-0.2996832,1706555151000,1
SWAP,API3-USDT-SWAP,30944428,672276261448167455,null,672276261464944724,null,3.286,77.0,buy,net,T,USDT,-0.0759066,1706555151000,1
SWAP,API3-USDT-SWAP,30944462,672276261448167455,null,672276261473333261,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944441,672276261448167455,null,672276261469138994,null,3.286,235.0,buy,net,T,USDT,-0.231663,1706555151000,1
SWAP,API3-USDT-SWAP,30944467,672276261448167455,null,672276261473333293,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944440,672276261448167455,null,672276261469138992,null,3.286,191.0,buy,net,T,USDT,-0.1882878,1706555151000,1
SWAP,API3-USDT-SWAP,30944418,672276261448167455,null,672276261464944663,null,3.285,1003.0,buy,net,T,USDT,-0.9884565,1706555151000,1
SWAP,API3-USDT-SWAP,30944471,672276261448167455,null,672276261473333318,null,3.287,108.0,buy,net,T,USDT,-0.1064988,1706555151000,1
SWAP,API3-USDT-SWAP,30944430,672276261448167455,null,672276261464944738,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944468,672276261448167455,null,672276261473333295,null,3.287,210.0,buy,net,T,USDT,-0.207081,1706555151000,1
SWAP,API3-USDT-SWAP,30944443,672276261448167455,null,672276261469139010,null,3.286,326.0,buy,net,T,USDT,-0.3213708,1706555151000,1
SWAP,API3-USDT-SWAP,30944429,672276261448167455,null,672276261464944729,null,3.286,43.0,buy,net,T,USDT,-0.0423894,1706555151000,1
SWAP,API3-USDT-SWAP,30944448,672276261448167455,null,672276261469139033,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944426,672276261448167455,null,672276261464944710,null,3.285,10.0,buy,net,T,USDT,-0.009855,1706555151000,1
SWAP,API3-USDT-SWAP,30944408,672276261448167455,null,672276261464944642,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944460,672276261448167455,null,672276261473333248,null,3.287,1710.0,buy,net,T,USDT,-1.686231,1706555151000,1
SWAP,API3-USDT-SWAP,30944432,672276261448167455,null,672276261464944753,null,3.286,22.0,buy,net,T,USDT,-0.0216876,1706555151000,1
SWAP,API3-USDT-SWAP,30944402,672276261448167455,null,672276261460750353,null,3.284,307.0,buy,net,T,USDT,-0.3024564,1706555151000,1
SWAP,API3-USDT-SWAP,30944458,672276261448167455,null,672276261469139078,null,3.287,9.0,buy,net,T,USDT,-0.0088749,1706555151000,1
SWAP,API3-USDT-SWAP,30944439,672276261448167455,null,672276261469138983,null,3.286,210.0,buy,net,T,USDT,-0.207018,1706555151000,1
SWAP,API3-USDT-SWAP,30944409,672276261448167455,null,672276261464944643,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944405,672276261448167455,null,672276261460750357,null,3.284,1.0,buy,net,T,USDT,-0.0009852,1706555151000,1
SWAP,API3-USDT-SWAP,30944401,672276261448167455,null,672276261460750348,null,3.284,61.0,buy,net,T,USDT,-0.0600972,1706555151000,1
SWAP,API3-USDT-SWAP,30944403,672276261448167455,null,672276261460750355,null,3.284,61.0,buy,net,T,USDT,-0.0600972,1706555151000,1
SWAP,API3-USDT-SWAP,30944427,672276261448167455,null,672276261464944719,null,3.285,730.0,buy,net,T,USDT,-0.719415,1706555151000,1
SWAP,API3-USDT-SWAP,30944466,672276261448167455,null,672276261473333287,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944459,672276261448167455,null,672276261469139084,null,3.287,43.0,buy,net,T,USDT,-0.0424023,1706555151000,1
SWAP,API3-USDT-SWAP,30944451,672276261448167455,null,672276261469139045,null,3.286,723.0,buy,net,T,USDT,-0.7127334,1706555151000,1
SWAP,API3-USDT-SWAP,30944436,672276261448167455,null,672276261469138966,null,3.286,809.0,buy,net,T,USDT,-0.7975122,1706555151000,1
SWAP,API3-USDT-SWAP,30944437,672276261448167455,null,672276261469138970,null,3.286,24.0,buy,net,T,USDT,-0.0236592,1706555151000,1
SWAP,API3-USDT-SWAP,30944412,672276261448167455,null,672276261464944648,null,3.285,809.0,buy,net,T,USDT,-0.7972695,1706555151000,1
SWAP,API3-USDT-SWAP,30944407,672276261448167455,null,672276261464944641,null,3.284,91.0,buy,net,T,USDT,-0.0896532,1706555151000,1
SWAP,API3-USDT-SWAP,30944411,672276261448167455,null,672276261464944646,null,3.285,250.0,buy,net,T,USDT,-0.246375,1706555151000,1
SWAP,API3-USDT-SWAP,30944404,672276261448167455,null,672276261460750356,null,3.284,500.0,buy,net,T,USDT,-0.4926,1706555151000,1
SWAP,API3-USDT-SWAP,30944415,672276261448167455,null,672276261464944652,null,3.285,352.0,buy,net,T,USDT,-0.346896,1706555151000,1
SWAP,API3-USDT-SWAP,30944463,672276261448167455,null,672276261473333267,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944461,672276261448167455,null,672276261473333253,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944447,672276261448167455,null,672276261469139031,null,3.286,457.0,buy,net,T,USDT,-0.4505106,1706555151000,1
SWAP,API3-USDT-SWAP,30944452,672276261448167455,null,672276261469139050,null,3.286,361.0,buy,net,T,USDT,-0.3558738,1706555151000,1
SWAP,API3-USDT-SWAP,30944470,672276261448167455,null,672276261473333313,null,3.287,334.0,buy,net,T,USDT,-0.3293574,1706555151000,1
SWAP,API3-USDT-SWAP,30944414,672276261448167455,null,672276261464944651,null,3.285,352.0,buy,net,T,USDT,-0.346896,1706555151000,1
SWAP,API3-USDT-SWAP,30944456,672276261448167455,null,672276261469139069,null,3.286,45.0,buy,net,T,USDT,-0.044361,1706555151000,1
SWAP,API3-USDT-SWAP,30944434,672276261448167455,null,672276261469138948,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944397,672276261448167455,null,672276261460750342,null,3.284,61.0,buy,net,T,USDT,-0.0600972,1706555151000,1
SWAP,API3-USDT-SWAP,30944438,672276261448167455,null,672276261469138976,null,3.286,22.0,buy,net,T,USDT,-0.0216876,1706555151000,1
SWAP,API3-USDT-SWAP,30944410,672276261448167455,null,672276261464944644,null,3.285,244.0,buy,net,T,USDT,-0.240462,1706555151000,1
SWAP,API3-USDT-SWAP,30944417,672276261448167455,null,672276261464944658,null,3.285,235.0,buy,net,T,USDT,-0.2315925,1706555151000,1
SWAP,API3-USDT-SWAP,30944444,672276261448167455,null,672276261469139013,null,3.286,352.0,buy,net,T,USDT,-0.3470016,1706555151000,1
SWAP,API3-USDT-SWAP,30944455,672276261448167455,null,672276261469139064,null,3.286,305.0,buy,net,T,USDT,-0.300669,1706555151000,1
SWAP,API3-USDT-SWAP,30944457,672276261448167455,null,672276261469139073,null,3.286,1.0,buy,net,T,USDT,-0.0009858,1706555151000,1
SWAP,API3-USDT-SWAP,30944445,672276261448167455,null,672276261469139018,null,3.286,118.0,buy,net,T,USDT,-0.1163244,1706555151000,1
SWAP,API3-USDT-SWAP,30944400,672276261448167455,null,672276261460750346,null,3.284,61.0,buy,net,T,USDT,-0.0600972,1706555151000,1
SWAP,API3-USDT-SWAP,30944425,672276261448167455,null,672276261464944703,null,3.285,127.0,buy,net,T,USDT,-0.1251585,1706555151000,1
SWAP,API3-USDT-SWAP,30944431,672276261448167455,null,672276261464944743,null,3.286,500.0,buy,net,T,USDT,-0.4929,1706555151000,1
SWAP,API3-USDT-SWAP,30944435,672276261448167455,null,672276261469138957,null,3.286,61.0,buy,net,T,USDT,-0.0601338,1706555151000,1
SWAP,API3-USDT-SWAP,30944446,672276261448167455,null,672276261469139023,null,3.286,665.0,buy,net,T,USDT,-0.655557,1706555151000,1
SWAP,API3-USDT-SWAP,30944453,672276261448167455,null,672276261469139053,null,3.286,173.0,buy,net,T,USDT,-0.1705434,1706555151000,1
SWAP,API3-USDT-SWAP,30944464,672276261448167455,null,672276261473333275,null,3.287,61.0,buy,net,T,USDT,-0.0601521,1706555151000,1
SWAP,API3-USDT-SWAP,30944419,672276261448167455,null,672276261464944668,null,3.285,79.0,buy,net,T,USDT,-0.0778545,1706555151000,1
SWAP,API3-USDT-SWAP,30944421,672276261448167455,null,672276261464944675,null,3.285,61.0,buy,net,T,USDT,-0.0601155,1706555151000,1
SWAP,API3-USDT-SWAP,30944406,672276261448167455,null,672276261464944640,null,3.284,2596.0,buy,net,T,USDT,-2.5575792,1706555151000,1
SWAP,API3-USDT-SWAP,30944442,672276261448167455,null,672276261469139005,null,3.286,307.0,buy,net,T,USDT,-0.3026406,1706555151000,1
SWAP,API3-USDT-SWAP,30944399,672276261448167455,null,672276261460750344,null,3.284,61.0,buy,net,T,USDT,-0.0600972,1706555151000,1
SWAP,API3-USDT-SWAP,30944398,672276261448167455,null,672276261460750343,null,3.284,809.0,buy,net,T,USDT,-0.7970268,1706555151000,1
SWAP,API3-USDT-SWAP,30944450,672276261448167455,null,672276261469139040,null,3.286,361.0,buy,net,T,USDT,-0.3558738,1706555151000,1
SWAP,API3-USDT-SWAP,30944420,672276261448167455,null,672276261464944670,null,3.285,88.0,buy,net,T,USDT,-0.086724,1706555151000,1
SWAP,API3-USDT-SWAP,32302950,673394061109600256,null,673395185686388771,null,2.67,286.0,buy,net,M,USDT,-0.0610896,1706821923000,1
SWAP,API3-USDT-SWAP,32302956,673394061109600256,null,673395185749303298,null,2.67,5770.0,buy,net,M,USDT,-1.232472,1706821923000,1
SWAP,API3-USDT-SWAP,32302942,673394061109600256,null,673395185661222913,null,2.67,4389.0,buy,net,M,USDT,-0.9374904,1706821923000,1
SWAP,API3-USDT-SWAP,32302952,673394061109600256,null,673395185694777354,null,2.67,732.0,buy,net,M,USDT,-0.1563552,1706821923000,1
SWAP,API3-USDT-SWAP,32302940,673394061109600256,null,673395185644445696,null,2.67,26.0,buy,net,M,USDT,-0.0055536,1706821923000,1
SWAP,API3-USDT-SWAP,32302954,673394061109600256,null,673395185694777365,null,2.67,78.0,buy,net,M,USDT,-0.0166608,1706821923000,1
SWAP,API3-USDT-SWAP,32302949,673394061109600256,null,673395185682194439,null,2.67,1636.0,buy,net,M,USDT,-0.3494496,1706821923000,1
SWAP,API3-USDT-SWAP,32302955,673394061109600256,null,673395185698971671,null,2.67,206.0,buy,net,M,USDT,-0.0440016,1706821923000,1
SWAP,API3-USDT-SWAP,32302939,673394061109600256,null,673395185636057093,null,2.67,122.0,buy,net,M,USDT,-0.0260592,1706821923000,1
SWAP,API3-USDT-SWAP,32302946,673394061109600256,null,673395185673805830,null,2.67,1542.0,buy,net,M,USDT,-0.3293712,1706821923000,1
SWAP,API3-USDT-SWAP,32302948,673394061109600256,null,673395185678000153,null,2.67,523.0,buy,net,M,USDT,-0.1117128,1706821923000,1
SWAP,API3-USDT-SWAP,32302953,673394061109600256,null,673395185694777355,null,2.67,90.0,buy,net,M,USDT,-0.019224,1706821923000,1
SWAP,API3-USDT-SWAP,32302944,673394061109600256,null,673395185661222916,null,2.67,319.0,buy,net,M,USDT,-0.0681384,1706821923000,1
SWAP,API3-USDT-SWAP,32302930,673394061109600256,null,673395123145121801,null,2.67,89.0,buy,net,M,USDT,-0.0190104,1706821908000,1
SWAP,API3-USDT-SWAP,32302947,673394061109600256,null,673395185673805833,null,2.67,1281.0,buy,net,M,USDT,-0.2736216,1706821923000,1
SWAP,API3-USDT-SWAP,32302929,673394061109600256,null,673395123145121792,null,2.67,1292.0,buy,net,M,USDT,-0.2759712,1706821908000,1
SWAP,API3-USDT-SWAP,32302951,673394061109600256,null,673395185690583043,null,2.67,303.0,buy,net,M,USDT,-0.0647208,1706821923000,1
SWAP,API3-USDT-SWAP,32302943,673394061109600256,null,673395185661222914,null,2.67,51.0,buy,net,M,USDT,-0.0108936,1706821923000,1
SWAP,API3-USDT-SWAP,32302945,673394061109600256,null,673395185665417216,null,2.67,169.0,buy,net,M,USDT,-0.0360984,1706821923000,1
SWAP,API3-USDT-SWAP,32302928,673394061109600256,null,673395123128344585,null,2.67,1058.0,buy,net,M,USDT,-0.2259888,1706821908000,1
SWAP,API3-USDT-SWAP,32302941,673394061109600256,null,673395185652834323,null,2.67,38.0,buy,net,M,USDT,-0.0081168,1706821923000,1
SWAP,WAVES-USDT-SWAP,0,673196413375193092,null,673196413379387392,null,2.095587958053,16426.0,buy,net,T,USDT,0.0,1706774532000,113
SWAP,IMX-USDT-SWAP,69845724,683852714711158813,null,683852744075481117,null,3.175,4.0,sell,net,M,USDT,-0.001016,1709315199000,2
SWAP,IMX-USDT-SWAP,69845710,683852714711158813,null,683852743572164643,null,3.175,90.0,sell,net,M,USDT,-0.02286,1709315199000,2
SWAP,IMX-USDT-SWAP,69845722,683852714711158813,null,683852743945457673,null,3.175,75.0,sell,net,M,USDT,-0.01905,1709315199000,2
SWAP,IMX-USDT-SWAP,69845736,683852714711158813,null,683852744369082381,null,3.175,14.0,sell,net,M,USDT,-0.003556,1709315199000,2
SWAP,IMX-USDT-SWAP,69845717,683852714711158813,null,683852743668633657,null,3.175,8.0,sell,net,M,USDT,-0.002032,1709315199000,2
SWAP,IMX-USDT-SWAP,69845713,683852714711158813,null,683852743609913398,null,3.175,185.0,sell,net,M,USDT,-0.04699,1709315199000,2
SWAP,IMX-USDT-SWAP,69845715,683852714711158813,null,683852743651856542,null,3.175,74.0,sell,net,M,USDT,-0.018796,1709315199000,2
SWAP,IMX-USDT-SWAP,69845709,683852714711158813,null,683852743463112740,null,3.175,37.0,sell,net,M,USDT,-0.009398,1709315199000,2
SWAP,IMX-USDT-SWAP,69845727,683852714711158813,null,683852744247447578,null,3.175,6.0,sell,net,M,USDT,-0.001524,1709315199000,2
SWAP,IMX-USDT-SWAP,69845719,683852714711158813,null,683852743869960325,null,3.175,53.0,sell,net,M,USDT,-0.013462,1709315199000,2
SWAP,IMX-USDT-SWAP,69845714,683852714711158813,null,683852743618301952,null,3.175,105.0,sell,net,M,USDT,-0.02667,1709315199000,2
SWAP,IMX-USDT-SWAP,69845748,683852714711158813,null,683852754880008218,null,3.175,11951.0,sell,net,M,USDT,-3.035554,1709315202000,2
SWAP,IMX-USDT-SWAP,69845721,683852714711158813,null,683852743911903264,null,3.175,150.0,sell,net,M,USDT,-0.0381,1709315199000,2
SWAP,IMX-USDT-SWAP,69845726,683852714711158813,null,683852744243253255,null,3.175,10.0,sell,net,M,USDT,-0.00254,1709315199000,2
SWAP,IMX-USDT-SWAP,69845754,683852714711158813,null,683852786802855998,null,3.175,83.0,sell,net,M,USDT,-0.021082,1709315209000,2
SWAP,IMX-USDT-SWAP,69845733,683852714711158813,null,683852744331333679,null,3.175,22.0,sell,net,M,USDT,-0.005588,1709315199000,2
SWAP,IMX-USDT-SWAP,69845734,683852714711158813,null,683852744331333689,null,3.175,12.0,sell,net,M,USDT,-0.003048,1709315199000,2
SWAP,IMX-USDT-SWAP,69845716,683852714711158813,null,683852743660245091,null,3.175,75.0,sell,net,M,USDT,-0.01905,1709315199000,2
SWAP,IMX-USDT-SWAP,69845728,683852714711158813,null,683852744247447595,null,3.175,18.0,sell,net,M,USDT,-0.004572,1709315199000,2
SWAP,IMX-USDT-SWAP,69845723,683852714711158813,null,683852744025149469,null,3.175,17.0,sell,net,M,USDT,-0.004318,1709315199000,2
SWAP,IMX-USDT-SWAP,69845720,683852714711158813,null,683852743882543139,null,3.175,7.0,sell,net,M,USDT,-0.001778,1709315199000,2
SWAP,IMX-USDT-SWAP,69845753,683852714711158813,null,683852786798661662,null,3.175,393.0,sell,net,M,USDT,-0.099822,1709315209000,2
SWAP,IMX-USDT-SWAP,69845732,683852714711158813,null,683852744331333672,null,3.175,17.0,sell,net,M,USDT,-0.004318,1709315199000,2
SWAP,IMX-USDT-SWAP,69845752,683852714711158813,null,683852786786078756,null,3.175,370.0,sell,net,M,USDT,-0.09398,1709315209000,2
SWAP,IMX-USDT-SWAP,69845751,683852714711158813,null,683852786781884441,null,3.175,4.0,sell,net,M,USDT,-0.001016,1709315209000,2
SWAP,IMX-USDT-SWAP,69845725,683852714711158813,null,683852744234864663,null,3.175,4.0,sell,net,M,USDT,-0.001016,1709315199000,2
SWAP,IMX-USDT-SWAP,69845731,683852714711158813,null,683852744293584969,null,3.175,5.0,sell,net,M,USDT,-0.00127,1709315199000,2
SWAP,IMX-USDT-SWAP,69845755,683852714711158813,null,683852786807050264,null,3.175,13245.0,sell,net,M,USDT,-3.36423,1709315209000,2
SWAP,IMX-USDT-SWAP,69845708,683852714711158813,null,683852743421169760,null,3.175,329.0,sell,net,M,USDT,-0.083566,1709315199000,2
SWAP,IMX-USDT-SWAP,69845718,683852714711158813,null,683852743794462723,null,3.175,24.0,sell,net,M,USDT,-0.006096,1709315199000,2
SWAP,IMX-USDT-SWAP,69845729,683852714711158813,null,683852744251641875,null,3.175,23.0,sell,net,M,USDT,-0.005842,1709315199000,2
SWAP,IMX-USDT-SWAP,69845712,683852714711158813,null,683852743588941964,null,3.175,117.0,sell,net,M,USDT,-0.029718,1709315199000,2
SWAP,IMX-USDT-SWAP,69845730,683852714711158813,null,683852744293584959,null,3.175,3.0,sell,net,M,USDT,-0.000762,1709315199000,2
SWAP,IMX-USDT-SWAP,69845711,683852714711158813,null,683852743580553232,null,3.175,423.0,sell,net,M,USDT,-0.107442,1709315199000,2
SWAP,IMX-USDT-SWAP,69845735,683852714711158813,null,683852744331333693,null,3.175,32.0,sell,net,M,USDT,-0.008128,1709315199000,2
SWAP,GFT-USDT-SWAP,25377849,664556147521073163,null,664557228254801972,null,0.01965,40.0,buy,net,T,USDT,-0.02358,1704714790000,1
SWAP,GFT-USDT-SWAP,25377880,664556147521073163,null,664557228258996310,null,0.01969,1.0,buy,net,T,USDT,-0.0005907,1704714790000,1
SWAP,GFT-USDT-SWAP,25377830,664556147521073163,null,664557228250607634,null,0.01962,2.0,buy,net,T,USDT,-0.0011772,1704714790000,1
SWAP,GFT-USDT-SWAP,25377840,664556147521073163,null,664557228254801924,null,0.01964,167.0,buy,net,T,USDT,-0.0983964,1704714790000,1
SWAP,GFT-USDT-SWAP,25377831,664556147521073163,null,664557228250607636,null,0.01962,133.0,buy,net,T,USDT,-0.0782838,1704714790000,1
SWAP,GFT-USDT-SWAP,25377856,664556147521073163,null,664557228254802018,null,0.01966,113.0,buy,net,T,USDT,-0.0666474,1704714790000,1
SWAP,GFT-USDT-SWAP,25377858,664556147521073163,null,664557228254802028,null,0.01966,74.0,buy,net,T,USDT,-0.0436452,1704714790000,1
SWAP,GFT-USDT-SWAP,25377837,664556147521073163,null,664557228250607646,null,0.01964,131.0,buy,net,T,USDT,-0.0771852,1704714790000,1
SWAP,GFT-USDT-SWAP,25377861,664556147521073163,null,664557228254802046,null,0.01967,1.0,buy,net,T,USDT,-0.0005901,1704714790000,1
SWAP,GFT-USDT-SWAP,25377881,664556147521073163,null,664557228258996315,null,0.01969,42.0,buy,net,T,USDT,-0.0248094,1704714790000,1
SWAP,GFT-USDT-SWAP,25377878,664556147521073163,null,664557228258996303,null,0.01969,4.0,buy,net,T,USDT,-0.0023628,1704714790000,1
SWAP,GFT-USDT-SWAP,25377882,664556147521073163,null,664557228258996320,null,0.01969,65.0,buy,net,T,USDT,-0.0383955,1704714790000,1
SWAP,GFT-USDT-SWAP,25377842,664556147521073163,null,664557228254801932,null,0.01965,4.0,buy,net,T,USDT,-0.002358,1704714790000,1
SWAP,GFT-USDT-SWAP,25377843,664556147521073163,null,664557228254801933,null,0.01965,5.0,buy,net,T,USDT,-0.0029475,1704714790000,1
SWAP,GFT-USDT-SWAP,25377879,664556147521073163,null,664557228258996308,null,0.01969,5.0,buy,net,T,USDT,-0.0029535,1704714790000,1
SWAP,GFT-USDT-SWAP,25377891,664556147521073163,null,664557228258996369,null,0.0197,2.0,buy,net,T,USDT,-0.001182,1704714790000,1
SWAP,GFT-USDT-SWAP,25377848,664556147521073163,null,664557228254801964,null,0.01965,2.0,buy,net,T,USDT,-0.001179,1704714790000,1
SWAP,GFT-USDT-SWAP,25377892,664556147521073163,null,664557228258996375,null,0.0197,4.0,buy,net,T,USDT,-0.002364,1704714790000,1
SWAP,GFT-USDT-SWAP,25377832,664556147521073163,null,664557228250607637,null,0.01962,6.0,buy,net,T,USDT,-0.0035316,1704714790000,1
SWAP,GFT-USDT-SWAP,25377876,664556147521073163,null,664557228258996294,null,0.01968,364.0,buy,net,T,USDT,-0.2149056,1704714790000,1
SWAP,GFT-USDT-SWAP,25377874,664556147521073163,null,664557228258996283,null,0.01968,50.0,buy,net,T,USDT,-0.02952,1704714790000,1
SWAP,GFT-USDT-SWAP,25377863,664556147521073163,null,664557228258996227,null,0.01967,12.0,buy,net,T,USDT,-0.0070812,1704714790000,1
SWAP,GFT-USDT-SWAP,25377884,664556147521073163,null,664557228258996333,null,0.01969,219.0,buy,net,T,USDT,-0.1293633,1704714790000,1
SWAP,GFT-USDT-SWAP,25377893,664556147521073163,null,664557228258996381,null,0.0197,4.0,buy,net,T,USDT,-0.002364,1704714790000,1
SWAP,GFT-USDT-SWAP,25377875,664556147521073163,null,664557228258996289,null,0.01968,760.0,buy,net,T,USDT,-0.448704,1704714790000,1
SWAP,GFT-USDT-SWAP,25377841,664556147521073163,null,664557228254801927,null,0.01965,4.0,buy,net,T,USDT,-0.002358,1704714790000,1
SWAP,GFT-USDT-SWAP,25377853,664556147521073163,null,664557228254802000,null,0.01966,10.0,buy,net,T,USDT,-0.005898,1704714790000,1
SWAP,GFT-USDT-SWAP,25377839,664556147521073163,null,664557228254801920,null,0.01964,50.0,buy,net,T,USDT,-0.02946,1704714790000,1
SWAP,GFT-USDT-SWAP,25377833,664556147521073163,null,664557228250607639,null,0.01963,17.0,buy,net,T,USDT,-0.0100113,1704714790000,1
SWAP,GFT-USDT-SWAP,25377866,664556147521073163,null,664557228258996239,null,0.01967,33.0,buy,net,T,USDT,-0.0194733,1704714790000,1
SWAP,GFT-USDT-SWAP,25377865,664556147521073163,null,664557228258996237,null,0.01967,50.0,buy,net,T,USDT,-0.029505,1704714790000,1
SWAP,GFT-USDT-SWAP,25377890,664556147521073163,null,664557228258996364,null,0.01969,5.0,buy,net,T,USDT,-0.0029535,1704714790000,1
SWAP,GFT-USDT-SWAP,25377838,664556147521073163,null,664557228250607648,null,0.01964,133.0,buy,net,T,USDT,-0.0783636,1704714790000,1
SWAP,GFT-USDT-SWAP,25377868,664556147521073163,null,664557228258996244,null,0.01967,454.0,buy,net,T,USDT,-0.2679054,1704714790000,1
SWAP,GFT-USDT-SWAP,25377844,664556147521073163,null,664557228254801936,null,0.01965,4.0,buy,net,T,USDT,-0.002358,1704714790000,1
SWAP,GFT-USDT-SWAP,25377873,664556147521073163,null,664557228258996273,null,0.01968,54.0,buy,net,T,USDT,-0.0318816,1704714790000,1
SWAP,GFT-USDT-SWAP,25377870,664556147521073163,null,664557228258996257,null,0.01967,271.0,buy,net,T,USDT,-0.1599171,1704714790000,1
SWAP,GFT-USDT-SWAP,25377846,664556147521073163,null,664557228254801950,null,0.01965,133.0,buy,net,T,USDT,-0.0784035,1704714790000,1
SWAP,GFT-USDT-SWAP,25377888,664556147521073163,null,664557228258996349,null,0.01969,5.0,buy,net,T,USDT,-0.0029535,1704714790000,1
SWAP,GFT-USDT-SWAP,25377836,664556147521073163,null,664557228250607643,null,0.01963,53.0,buy,net,T,USDT,-0.0312117,1704714790000,1
SWAP,GFT-USDT-SWAP,25377897,664556147521073163,null,664557228263190547,null,0.0197,22.0,buy,net,T,USDT,-0.013002,1704714790000,1
SWAP,GFT-USDT-SWAP,25377883,664556147521073163,null,664557228258996327,null,0.01969,2998.0,buy,net,T,USDT,-1.7709186,1704714790000,1
SWAP,GFT-USDT-SWAP,25377835,664556147521073163,null,664557228250607641,null,0.01963,50.0,buy,net,T,USDT,-0.029445,1704714790000,1
